fund_name,fund_id,month,monthly_net_flow
Growth ETF Fund 03,3,2024-06-01,-1265386.59
Growth ETF Fund 22,22,2024-06-01,1846591.08
Growth ETF Fund 37,37,2024-06-01,7143621.47
Growth ETF Fund 42,42,2024-06-01,11762782.3
Growth ETF Fund 46,46,2024-06-01,19175873.23
International ETF Fund 24,24,2024-06-01,9614034.04
International ETF Fund 33,33,2024-06-01,6261431.16
International ETF Fund 44,44,2024-06-01,5349435.72
International ETF Fund 45,45,2024-06-01,28007959.25
International Index Fund 19,19,2024-06-01,2090480.18
International Index Fund 26,26,2024-06-01,11740004.03
International Index Fund 49,49,2024-06-01,8712141.35
Large Cap Index Fund 07,7,2024-06-01,9328076.89
Large Cap Index Fund 08,8,2024-06-01,9432065.1
Large Cap Index Fund 18,18,2024-06-01,10581608.94
Large Cap Index Fund 48,48,2024-06-01,19211446.9
Municipal Bond Fund 13,13,2024-06-01,1670555.62
Municipal Bond Fund 30,30,2024-06-01,12368384.61
Municipal Bond Fund 31,31,2024-06-01,14391378.82
Prime Cash Reserves Fund 02,2,2024-06-01,3339806.14
Prime Cash Reserves Fund 29,29,2024-06-01,24166105.58
Prime Cash Reserves Fund 51,51,2024-06-01,4805629.41
Short Term Bond Fund 32,32,2024-06-01,4411224.46
Short Term Bond Fund 41,41,2024-06-01,-70793.91
Small Cap Index Fund 01,1,2024-06-01,6671240.28
Small Cap Index Fund 20,20,2024-06-01,2692576.69
Small Cap Index Fund 35,35,2024-06-01,5459805.8
Target Retirement 2030 Fund 16,16,2024-06-01,13563725.23
Target Retirement 2030 Fund 34,34,2024-06-01,13248619.86
Target Retirement 2040 Fund 15,15,2024-06-01,21014312.66
Target Retirement 2040 Fund 52,52,2024-06-01,20240012.43
Target Retirement 2050 Fund 05,5,2024-06-01,19084309.45
Total Bond Fund 04,4,2024-06-01,9135928.97
Total Market Index Fund 11,11,2024-06-01,5994655.67
Total Market Index Fund 39,39,2024-06-01,650994.25
Total Market Index Fund 47,47,2024-06-01,19175152.48
Value Opportunities Fund 06,6,2024-06-01,4427552.31
Active Growth Fund 10,10,2024-07-01,2429397.48
Active Growth Fund 14,14,2024-07-01,8024861.89
Active Growth Fund 17,17,2024-07-01,-3578302.81
Core Equity ETF Fund 12,12,2024-07-01,12526827.77
Core Equity ETF Fund 27,27,2024-07-01,4693109.08
Core Equity ETF Fund 38,38,2024-07-01,18829285.42
Core Plus Bond Fund 21,21,2024-07-01,1763541.23
Core Plus Bond Fund 40,40,2024-07-01,4801691.31
Core Plus Bond Fund 43,43,2024-07-01,12043436.11
Dividend ETF Fund 09,9,2024-07-01,6605918.91
Dividend ETF Fund 23,23,2024-07-01,14208677.37
Dividend ETF Fund 28,28,2024-07-01,1926366.72
Federal Money Market Fund 25,25,2024-07-01,2506586.84
Global Equity Fund 36,36,2024-07-01,12484253.45
Global Equity Fund 50,50,2024-07-01,2917737.04
Growth ETF Fund 03,3,2024-07-01,13569655.45
Growth ETF Fund 22,22,2024-07-01,11061002.91
Growth ETF Fund 37,37,2024-07-01,15895642.98
Growth ETF Fund 42,42,2024-07-01,4661077.55
Growth ETF Fund 46,46,2024-07-01,9192391.58
International ETF Fund 24,24,2024-07-01,8087270.69
International ETF Fund 33,33,2024-07-01,-1048683.31
International ETF Fund 44,44,2024-07-01,48927.43
International ETF Fund 45,45,2024-07-01,27575652.46
International Index Fund 19,19,2024-07-01,4299195.84
International Index Fund 26,26,2024-07-01,-3545410.42
International Index Fund 49,49,2024-07-01,14051033.91
Large Cap Index Fund 07,7,2024-07-01,12609381.28
Large Cap Index Fund 08,8,2024-07-01,-650198.82
Large Cap Index Fund 18,18,2024-07-01,12774859.47
Large Cap Index Fund 48,48,2024-07-01,7885793.05
Municipal Bond Fund 13,13,2024-07-01,8401618.42
Municipal Bond Fund 30,30,2024-07-01,27154887.11
Municipal Bond Fund 31,31,2024-07-01,2032234.64
Prime Cash Reserves Fund 02,2,2024-07-01,4458118.87
Prime Cash Reserves Fund 29,29,2024-07-01,-3961240.56
Prime Cash Reserves Fund 51,51,2024-07-01,14368106.97
Short Term Bond Fund 32,32,2024-07-01,14972780.52
Short Term Bond Fund 41,41,2024-07-01,2630677.59
Small Cap Index Fund 01,1,2024-07-01,1825650.77
Small Cap Index Fund 20,20,2024-07-01,2837044.57
Small Cap Index Fund 35,35,2024-07-01,3312322.6
Target Retirement 2030 Fund 16,16,2024-07-01,15778402.23
Target Retirement 2030 Fund 34,34,2024-07-01,21357240.24
Target Retirement 2040 Fund 15,15,2024-07-01,17429053.47
Target Retirement 2040 Fund 52,52,2024-07-01,22985965.61
Target Retirement 2050 Fund 05,5,2024-07-01,12942918.38
Total Bond Fund 04,4,2024-07-01,16379475.14
Total Market Index Fund 11,11,2024-07-01,15235441.22
Total Market Index Fund 39,39,2024-07-01,4375921.23
Total Market Index Fund 47,47,2024-07-01,19195083.09
Value Opportunities Fund 06,6,2024-07-01,2428774.3
Active Growth Fund 10,10,2024-08-01,454211.74
Active Growth Fund 14,14,2024-08-01,15043695.25
Active Growth Fund 17,17,2024-08-01,-950206.2
Core Equity ETF Fund 12,12,2024-08-01,15869902.7
Core Equity ETF Fund 27,27,2024-08-01,11087652.59
Core Equity ETF Fund 38,38,2024-08-01,8274046.35
Core Plus Bond Fund 21,21,2024-08-01,7424810.72
Core Plus Bond Fund 40,40,2024-08-01,6697677.79
Core Plus Bond Fund 43,43,2024-08-01,8013873.31
Dividend ETF Fund 09,9,2024-08-01,12338827.05
Dividend ETF Fund 23,23,2024-08-01,27108899.59
Dividend ETF Fund 28,28,2024-08-01,12387622.57
Federal Money Market Fund 25,25,2024-08-01,7574912.51
Global Equity Fund 36,36,2024-08-01,6127080.21
Global Equity Fund 50,50,2024-08-01,-919852.35
Growth ETF Fund 03,3,2024-08-01,11551902.67
Growth ETF Fund 22,22,2024-08-01,-2325147.83
Growth ETF Fund 37,37,2024-08-01,-4283729.78
Growth ETF Fund 42,42,2024-08-01,-1330185.94
Growth ETF Fund 46,46,2024-08-01,13343653.59
International ETF Fund 24,24,2024-08-01,6210367.73
International ETF Fund 33,33,2024-08-01,5597614.19
International ETF Fund 44,44,2024-08-01,9760122.36
International ETF Fund 45,45,2024-08-01,5874128.63
International Index Fund 19,19,2024-08-01,4138459.26
International Index Fund 26,26,2024-08-01,3357699.84
International Index Fund 49,49,2024-08-01,13116927.17
Large Cap Index Fund 07,7,2024-08-01,867100.95
Large Cap Index Fund 08,8,2024-08-01,7873277.94
Large Cap Index Fund 18,18,2024-08-01,1491960.91
Large Cap Index Fund 48,48,2024-08-01,8105231.38
Municipal Bond Fund 13,13,2024-08-01,9217380.72
Municipal Bond Fund 30,30,2024-08-01,-9222810.43
Municipal Bond Fund 31,31,2024-08-01,23626390.59
Prime Cash Reserves Fund 02,2,2024-08-01,6352456.59
Prime Cash Reserves Fund 29,29,2024-08-01,3666876.7
Prime Cash Reserves Fund 51,51,2024-08-01,3976863.35
Short Term Bond Fund 32,32,2024-08-01,-1922645.01
Short Term Bond Fund 41,41,2024-08-01,7240580.4
Small Cap Index Fund 01,1,2024-08-01,-2812920.68
Small Cap Index Fund 20,20,2024-08-01,4341703.5
Small Cap Index Fund 35,35,2024-08-01,11894983.66
Target Retirement 2030 Fund 16,16,2024-08-01,24737014.67
Target Retirement 2030 Fund 34,34,2024-08-01,19689605.94
Target Retirement 2040 Fund 15,15,2024-08-01,16566655.49
Target Retirement 2040 Fund 52,52,2024-08-01,27141286.1
Target Retirement 2050 Fund 05,5,2024-08-01,29947271.34
Total Bond Fund 04,4,2024-08-01,-5201468.26
Total Market Index Fund 11,11,2024-08-01,11898009.89
Total Market Index Fund 39,39,2024-08-01,-1605184.67
Total Market Index Fund 47,47,2024-08-01,1708036.95
Value Opportunities Fund 06,6,2024-08-01,-1862242.82
Active Growth Fund 10,10,2024-09-01,7974011.15
Active Growth Fund 14,14,2024-09-01,-1405770.7
Active Growth Fund 17,17,2024-09-01,8251720.31
Core Equity ETF Fund 12,12,2024-09-01,8598505.42
Core Equity ETF Fund 27,27,2024-09-01,15488613.51
Core Equity ETF Fund 38,38,2024-09-01,10593970.65
Core Plus Bond Fund 21,21,2024-09-01,4377007.42
Core Plus Bond Fund 40,40,2024-09-01,9518827.4
Core Plus Bond Fund 43,43,2024-09-01,8743387.53
Dividend ETF Fund 09,9,2024-09-01,-816507.74
Dividend ETF Fund 23,23,2024-09-01,7419190.01
Dividend ETF Fund 28,28,2024-09-01,17072420.78
Federal Money Market Fund 25,25,2024-09-01,2566762.95
Global Equity Fund 36,36,2024-09-01,7722757.93
Global Equity Fund 50,50,2024-09-01,3625459.29
Growth ETF Fund 03,3,2024-09-01,19981447.61
Growth ETF Fund 22,22,2024-09-01,18267416.42
Growth ETF Fund 37,37,2024-09-01,11046604.09
Growth ETF Fund 42,42,2024-09-01,7186354.56
Growth ETF Fund 46,46,2024-09-01,20662908.12
International ETF Fund 24,24,2024-09-01,2757578.28
International ETF Fund 33,33,2024-09-01,8451103.59
International ETF Fund 44,44,2024-09-01,8921520.9
International ETF Fund 45,45,2024-09-01,21140542.31
International Index Fund 19,19,2024-09-01,1326849.47
International Index Fund 26,26,2024-09-01,8272271.75
International Index Fund 49,49,2024-09-01,5785813.97
Large Cap Index Fund 07,7,2024-09-01,6790193.99
Large Cap Index Fund 08,8,2024-09-01,-5215701.74
Large Cap Index Fund 18,18,2024-09-01,12132895.97
Large Cap Index Fund 48,48,2024-09-01,5310301.68
Municipal Bond Fund 13,13,2024-09-01,-15861315.97
Municipal Bond Fund 30,30,2024-09-01,-839042.35
Municipal Bond Fund 31,31,2024-09-01,8712619.56
Prime Cash Reserves Fund 02,2,2024-09-01,-34977269.67
Prime Cash Reserves Fund 29,29,2024-09-01,-1328010.04
Prime Cash Reserves Fund 51,51,2024-09-01,-2243122.99
Short Term Bond Fund 32,32,2024-09-01,6352523.25
Short Term Bond Fund 41,41,2024-09-01,613714.78
Small Cap Index Fund 01,1,2024-09-01,9298019.8
Small Cap Index Fund 20,20,2024-09-01,2619705.94
Small Cap Index Fund 35,35,2024-09-01,-9279919.24
Target Retirement 2030 Fund 16,16,2024-09-01,15199930.28
Target Retirement 2030 Fund 34,34,2024-09-01,14997713.29
Target Retirement 2040 Fund 15,15,2024-09-01,15721100.58
Target Retirement 2040 Fund 52,52,2024-09-01,19370992.91
Target Retirement 2050 Fund 05,5,2024-09-01,27420822.95
Total Bond Fund 04,4,2024-09-01,6088538.54
Total Market Index Fund 11,11,2024-09-01,11542133.98
Total Market Index Fund 39,39,2024-09-01,8625778.82
Total Market Index Fund 47,47,2024-09-01,7666390.59
Value Opportunities Fund 06,6,2024-09-01,-1578645.52
Active Growth Fund 10,10,2024-10-01,7809844.4
Active Growth Fund 14,14,2024-10-01,2115945.02
Active Growth Fund 17,17,2024-10-01,7686020.38
Core Equity ETF Fund 12,12,2024-10-01,6928941.62
Core Equity ETF Fund 27,27,2024-10-01,1743143.31
Core Equity ETF Fund 38,38,2024-10-01,16322754.74
Core Plus Bond Fund 21,21,2024-10-01,6538065.36
Core Plus Bond Fund 40,40,2024-10-01,4459268.33
Core Plus Bond Fund 43,43,2024-10-01,1367268.1
Dividend ETF Fund 09,9,2024-10-01,16760172.69
Dividend ETF Fund 23,23,2024-10-01,19930331.39
Dividend ETF Fund 28,28,2024-10-01,17935271.19
Federal Money Market Fund 25,25,2024-10-01,383273.44
Global Equity Fund 36,36,2024-10-01,12190217.72
Global Equity Fund 50,50,2024-10-01,-3134526.36
Growth ETF Fund 03,3,2024-10-01,12474125.64
Growth ETF Fund 22,22,2024-10-01,9665043.88
Growth ETF Fund 37,37,2024-10-01,12355982.76
Growth ETF Fund 42,42,2024-10-01,16115576.59
Growth ETF Fund 46,46,2024-10-01,10880554.26
International ETF Fund 24,24,2024-10-01,13252586.88
International ETF Fund 33,33,2024-10-01,6515389.0
International ETF Fund 44,44,2024-10-01,13725761.43
International ETF Fund 45,45,2024-10-01,11898631.52
International Index Fund 19,19,2024-10-01,3459189.87
International Index Fund 26,26,2024-10-01,4847109.03
International Index Fund 49,49,2024-10-01,12226994.25
Large Cap Index Fund 07,7,2024-10-01,18194724.57
Large Cap Index Fund 08,8,2024-10-01,5708863.49
Large Cap Index Fund 18,18,2024-10-01,740428.31
Large Cap Index Fund 48,48,2024-10-01,1031693.87
Municipal Bond Fund 13,13,2024-10-01,16446295.84
Municipal Bond Fund 30,30,2024-10-01,-662696.28
Municipal Bond Fund 31,31,2024-10-01,14312614.33
Prime Cash Reserves Fund 02,2,2024-10-01,20112952.47
Prime Cash Reserves Fund 29,29,2024-10-01,3057298.14
Prime Cash Reserves Fund 51,51,2024-10-01,-2620317.31
Short Term Bond Fund 32,32,2024-10-01,11344620.94
Short Term Bond Fund 41,41,2024-10-01,966417.1
Small Cap Index Fund 01,1,2024-10-01,7338476.94
Small Cap Index Fund 20,20,2024-10-01,6174210.65
Small Cap Index Fund 35,35,2024-10-01,14228851.56
Target Retirement 2030 Fund 16,16,2024-10-01,20080384.24
Target Retirement 2030 Fund 34,34,2024-10-01,16059909.69
Target Retirement 2040 Fund 15,15,2024-10-01,21649513.32
Target Retirement 2040 Fund 52,52,2024-10-01,20829668.0
Target Retirement 2050 Fund 05,5,2024-10-01,19627815.71
Total Bond Fund 04,4,2024-10-01,5655610.41
Total Market Index Fund 11,11,2024-10-01,-3240766.54
Total Market Index Fund 39,39,2024-10-01,-14600330.41
Total Market Index Fund 47,47,2024-10-01,-8046107.35
Value Opportunities Fund 06,6,2024-10-01,-5105625.81
Active Growth Fund 10,10,2024-11-01,-414750.95
Active Growth Fund 14,14,2024-11-01,2242232.77
Active Growth Fund 17,17,2024-11-01,3118296.85
Core Equity ETF Fund 12,12,2024-11-01,10059914.0
Core Equity ETF Fund 27,27,2024-11-01,22153023.82
Core Equity ETF Fund 38,38,2024-11-01,6113298.79
Core Plus Bond Fund 21,21,2024-11-01,3793961.76
Core Plus Bond Fund 40,40,2024-11-01,8178020.66
Core Plus Bond Fund 43,43,2024-11-01,6834251.78
Dividend ETF Fund 09,9,2024-11-01,25796793.28
Dividend ETF Fund 23,23,2024-11-01,22361184.07
Dividend ETF Fund 28,28,2024-11-01,4928641.16
Federal Money Market Fund 25,25,2024-11-01,12796826.45
Global Equity Fund 36,36,2024-11-01,5920032.25
Global Equity Fund 50,50,2024-11-01,542577.8
Growth ETF Fund 03,3,2024-11-01,21338360.48
Growth ETF Fund 22,22,2024-11-01,20960865.08
Growth ETF Fund 37,37,2024-11-01,9581438.53
Growth ETF Fund 42,42,2024-11-01,8892399.83
Growth ETF Fund 46,46,2024-11-01,33547020.38
International ETF Fund 24,24,2024-11-01,7550371.06
International ETF Fund 33,33,2024-11-01,5223105.85
International ETF Fund 44,44,2024-11-01,7094088.38
International ETF Fund 45,45,2024-11-01,21132845.61
International Index Fund 19,19,2024-11-01,5910357.64
International Index Fund 26,26,2024-11-01,3687440.74
International Index Fund 49,49,2024-11-01,9726750.26
Large Cap Index Fund 07,7,2024-11-01,-12163897.19
Large Cap Index Fund 08,8,2024-11-01,8776425.92
Large Cap Index Fund 18,18,2024-11-01,3283652.03
Large Cap Index Fund 48,48,2024-11-01,9840611.13
Municipal Bond Fund 13,13,2024-11-01,17157408.8
Municipal Bond Fund 30,30,2024-11-01,1302606.01
Municipal Bond Fund 31,31,2024-11-01,24831487.63
Prime Cash Reserves Fund 02,2,2024-11-01,3085415.62
Prime Cash Reserves Fund 29,29,2024-11-01,-3020751.01
Prime Cash Reserves Fund 51,51,2024-11-01,1664195.37
Short Term Bond Fund 32,32,2024-11-01,487423.16
Short Term Bond Fund 41,41,2024-11-01,-2899557.4
Small Cap Index Fund 01,1,2024-11-01,8293633.39
Small Cap Index Fund 20,20,2024-11-01,1732108.01
Small Cap Index Fund 35,35,2024-11-01,9810402.47
Target Retirement 2030 Fund 16,16,2024-11-01,20034193.36
Target Retirement 2030 Fund 34,34,2024-11-01,8935032.34
Target Retirement 2040 Fund 15,15,2024-11-01,20137738.55
Target Retirement 2040 Fund 52,52,2024-11-01,25575385.35
Target Retirement 2050 Fund 05,5,2024-11-01,28664976.55
Total Bond Fund 04,4,2024-11-01,12041260.62
Total Market Index Fund 11,11,2024-11-01,7267413.4
Total Market Index Fund 39,39,2024-11-01,17465578.19
Total Market Index Fund 47,47,2024-11-01,4513314.27
Value Opportunities Fund 06,6,2024-11-01,2293825.29
Active Growth Fund 10,10,2024-12-01,-31845.95
Active Growth Fund 14,14,2024-12-01,4413203.08
Active Growth Fund 17,17,2024-12-01,14417309.73
Core Equity ETF Fund 12,12,2024-12-01,12693144.86
Core Equity ETF Fund 27,27,2024-12-01,6184069.86
Core Equity ETF Fund 38,38,2024-12-01,18116657.35
Core Plus Bond Fund 21,21,2024-12-01,1409214.61
Core Plus Bond Fund 40,40,2024-12-01,9887640.56
Core Plus Bond Fund 43,43,2024-12-01,-6330354.52
Dividend ETF Fund 09,9,2024-12-01,31259684.26
Dividend ETF Fund 23,23,2024-12-01,26306203.2
Dividend ETF Fund 28,28,2024-12-01,4182926.7
Federal Money Market Fund 25,25,2024-12-01,1715130.35
Global Equity Fund 36,36,2024-12-01,13010910.41
Global Equity Fund 50,50,2024-12-01,3450360.05
Growth ETF Fund 03,3,2024-12-01,22746542.33
Growth ETF Fund 22,22,2024-12-01,15051092.03
Growth ETF Fund 37,37,2024-12-01,14559346.29
Growth ETF Fund 42,42,2024-12-01,21489620.01
Growth ETF Fund 46,46,2024-12-01,28607447.31
International ETF Fund 24,24,2024-12-01,8727615.56
International ETF Fund 33,33,2024-12-01,-721929.52
International ETF Fund 44,44,2024-12-01,504821.63
International ETF Fund 45,45,2024-12-01,17704433.25
International Index Fund 19,19,2024-12-01,278624.82
International Index Fund 26,26,2024-12-01,17246129.49
International Index Fund 49,49,2024-12-01,6981255.41
Large Cap Index Fund 07,7,2024-12-01,19342283.06
Large Cap Index Fund 08,8,2024-12-01,1847397.32
Large Cap Index Fund 18,18,2024-12-01,22771052.27
Large Cap Index Fund 48,48,2024-12-01,12936819.64
Municipal Bond Fund 13,13,2024-12-01,22419920.41
Municipal Bond Fund 30,30,2024-12-01,15382830.97
Municipal Bond Fund 31,31,2024-12-01,8403897.4
Prime Cash Reserves Fund 02,2,2024-12-01,4443339.22
Prime Cash Reserves Fund 29,29,2024-12-01,-690737.98
Prime Cash Reserves Fund 51,51,2024-12-01,2230914.37
Short Term Bond Fund 32,32,2024-12-01,-272715.0
Short Term Bond Fund 41,41,2024-12-01,8752187.02
Small Cap Index Fund 01,1,2024-12-01,19024212.75
Small Cap Index Fund 20,20,2024-12-01,10984442.82
Small Cap Index Fund 35,35,2024-12-01,-925318.59
Target Retirement 2030 Fund 16,16,2024-12-01,31954309.88
Target Retirement 2030 Fund 34,34,2024-12-01,26042236.44
Target Retirement 2040 Fund 15,15,2024-12-01,29663769.04
Target Retirement 2040 Fund 52,52,2024-12-01,25583463.62
Target Retirement 2050 Fund 05,5,2024-12-01,33224431.32
Total Bond Fund 04,4,2024-12-01,6302750.97
Total Market Index Fund 11,11,2024-12-01,2397667.54
Total Market Index Fund 39,39,2024-12-01,-2278377.67
Total Market Index Fund 47,47,2024-12-01,2558085.87
Value Opportunities Fund 06,6,2024-12-01,4184220.27
Active Growth Fund 10,10,2025-01-01,4407099.25
Active Growth Fund 14,14,2025-01-01,905219.47
Active Growth Fund 17,17,2025-01-01,-2676142.59
Core Equity ETF Fund 12,12,2025-01-01,9341482.69
Core Equity ETF Fund 27,27,2025-01-01,12300951.41
Core Equity ETF Fund 38,38,2025-01-01,10557289.36
Core Plus Bond Fund 21,21,2025-01-01,15060066.53
Core Plus Bond Fund 40,40,2025-01-01,8494038.15
Core Plus Bond Fund 43,43,2025-01-01,18937524.48
Dividend ETF Fund 09,9,2025-01-01,7072215.99
Dividend ETF Fund 23,23,2025-01-01,8194692.47
Dividend ETF Fund 28,28,2025-01-01,12906793.95
Federal Money Market Fund 25,25,2025-01-01,29987615.82
Global Equity Fund 36,36,2025-01-01,5809257.18
Global Equity Fund 50,50,2025-01-01,7638672.39
Growth ETF Fund 03,3,2025-01-01,27178873.37
Growth ETF Fund 22,22,2025-01-01,33168073.26
Growth ETF Fund 37,37,2025-01-01,2755041.81
Growth ETF Fund 42,42,2025-01-01,28224058.58
Growth ETF Fund 46,46,2025-01-01,50408622.69
International ETF Fund 24,24,2025-01-01,13413153.86
International ETF Fund 33,33,2025-01-01,8539293.13
International ETF Fund 44,44,2025-01-01,11755761.24
International ETF Fund 45,45,2025-01-01,6985989.72
International Index Fund 19,19,2025-01-01,14517080.79
International Index Fund 26,26,2025-01-01,5425100.02
International Index Fund 49,49,2025-01-01,10474351.95
Large Cap Index Fund 07,7,2025-01-01,16460750.02
Large Cap Index Fund 08,8,2025-01-01,3400404.5
Large Cap Index Fund 18,18,2025-01-01,-12522338.37
Large Cap Index Fund 48,48,2025-01-01,-3477462.56
Municipal Bond Fund 13,13,2025-01-01,1529914.49
Municipal Bond Fund 30,30,2025-01-01,-3014711.53
Municipal Bond Fund 31,31,2025-01-01,2995508.98
Prime Cash Reserves Fund 02,2,2025-01-01,9900158.87
Prime Cash Reserves Fund 29,29,2025-01-01,2587792.44
Prime Cash Reserves Fund 51,51,2025-01-01,6633158.93
Short Term Bond Fund 32,32,2025-01-01,-842653.4
Short Term Bond Fund 41,41,2025-01-01,5866443.31
Small Cap Index Fund 01,1,2025-01-01,23516269.04
Small Cap Index Fund 20,20,2025-01-01,8690511.38
Small Cap Index Fund 35,35,2025-01-01,2321561.06
Target Retirement 2030 Fund 16,16,2025-01-01,23491044.46
Target Retirement 2030 Fund 34,34,2025-01-01,20591691.61
Target Retirement 2040 Fund 15,15,2025-01-01,28390783.72
Target Retirement 2040 Fund 52,52,2025-01-01,22879356.23
Target Retirement 2050 Fund 05,5,2025-01-01,32190423.46
Total Bond Fund 04,4,2025-01-01,14482502.35
Total Market Index Fund 11,11,2025-01-01,5109946.75
Total Market Index Fund 39,39,2025-01-01,5681076.54
Total Market Index Fund 47,47,2025-01-01,3811230.43
Value Opportunities Fund 06,6,2025-01-01,873459.91
Active Growth Fund 10,10,2025-02-01,11707054.44
Active Growth Fund 14,14,2025-02-01,4619421.76
Active Growth Fund 17,17,2025-02-01,2739121.31
Core Equity ETF Fund 12,12,2025-02-01,28901639.45
Core Equity ETF Fund 27,27,2025-02-01,10006879.7
Core Equity ETF Fund 38,38,2025-02-01,12778577.78
Core Plus Bond Fund 21,21,2025-02-01,18208587.46
Core Plus Bond Fund 40,40,2025-02-01,4003146.0
Core Plus Bond Fund 43,43,2025-02-01,10551109.6
Dividend ETF Fund 09,9,2025-02-01,5150176.02
Dividend ETF Fund 23,23,2025-02-01,12382667.3
Dividend ETF Fund 28,28,2025-02-01,11191299.82
Federal Money Market Fund 25,25,2025-02-01,14904521.82
Global Equity Fund 36,36,2025-02-01,6378546.22
Global Equity Fund 50,50,2025-02-01,6569133.44
Growth ETF Fund 03,3,2025-02-01,16759228.6
Growth ETF Fund 22,22,2025-02-01,10178406.56
Growth ETF Fund 37,37,2025-02-01,10443950.92
Growth ETF Fund 42,42,2025-02-01,13766297.86
Growth ETF Fund 46,46,2025-02-01,19646687.94
International ETF Fund 24,24,2025-02-01,-10697930.15
International ETF Fund 33,33,2025-02-01,1957901.45
International ETF Fund 44,44,2025-02-01,1937038.52
International ETF Fund 45,45,2025-02-01,21418186.36
International Index Fund 19,19,2025-02-01,10239775.23
International Index Fund 26,26,2025-02-01,15610812.7
International Index Fund 49,49,2025-02-01,7588231.05
Large Cap Index Fund 07,7,2025-02-01,7430171.4
Large Cap Index Fund 08,8,2025-02-01,18838148.34
Large Cap Index Fund 18,18,2025-02-01,7249844.0
Large Cap Index Fund 48,48,2025-02-01,4688682.1
Municipal Bond Fund 13,13,2025-02-01,8136665.66
Municipal Bond Fund 30,30,2025-02-01,23214041.81
Municipal Bond Fund 31,31,2025-02-01,10621405.31
Prime Cash Reserves Fund 02,2,2025-02-01,7334587.87
Prime Cash Reserves Fund 29,29,2025-02-01,5909679.87
Prime Cash Reserves Fund 51,51,2025-02-01,5357077.6
Short Term Bond Fund 32,32,2025-02-01,8843732.31
Short Term Bond Fund 41,41,2025-02-01,6296104.16
Small Cap Index Fund 01,1,2025-02-01,7984632.93
Small Cap Index Fund 20,20,2025-02-01,14224840.2
Small Cap Index Fund 35,35,2025-02-01,12031927.11
Target Retirement 2030 Fund 16,16,2025-02-01,23116899.05
Target Retirement 2030 Fund 34,34,2025-02-01,25951205.59
Target Retirement 2040 Fund 15,15,2025-02-01,22510767.1
Target Retirement 2040 Fund 52,52,2025-02-01,16736285.32
Target Retirement 2050 Fund 05,5,2025-02-01,27810380.64
Total Bond Fund 04,4,2025-02-01,10111000.75
Total Market Index Fund 11,11,2025-02-01,6285033.37
Total Market Index Fund 39,39,2025-02-01,935257.97
Total Market Index Fund 47,47,2025-02-01,20342496.29
Value Opportunities Fund 06,6,2025-02-01,-2462899.22
Active Growth Fund 10,10,2025-03-01,-4207263.85
Active Growth Fund 14,14,2025-03-01,4329511.18
Active Growth Fund 17,17,2025-03-01,5070807.43
Core Equity ETF Fund 12,12,2025-03-01,4596017.92
Core Equity ETF Fund 27,27,2025-03-01,19968785.34
Core Equity ETF Fund 38,38,2025-03-01,21108342.79
Core Plus Bond Fund 21,21,2025-03-01,11416911.22
Core Plus Bond Fund 40,40,2025-03-01,14067730.65
Core Plus Bond Fund 43,43,2025-03-01,7057543.72
Dividend ETF Fund 09,9,2025-03-01,15626223.4
Dividend ETF Fund 23,23,2025-03-01,17948320.49
Dividend ETF Fund 28,28,2025-03-01,27031972.45
Federal Money Market Fund 25,25,2025-03-01,6610779.47
Global Equity Fund 36,36,2025-03-01,6228743.67
Global Equity Fund 50,50,2025-03-01,3669452.71
Growth ETF Fund 03,3,2025-03-01,11376000.29
Growth ETF Fund 22,22,2025-03-01,19258701.17
Growth ETF Fund 37,37,2025-03-01,-2536196.96
Growth ETF Fund 42,42,2025-03-01,8712789.44
Growth ETF Fund 46,46,2025-03-01,18792812.34
International ETF Fund 24,24,2025-03-01,-796374.0
International ETF Fund 33,33,2025-03-01,18400865.82
International ETF Fund 44,44,2025-03-01,495900.7
International ETF Fund 45,45,2025-03-01,38027680.12
International Index Fund 19,19,2025-03-01,16896163.63
International Index Fund 26,26,2025-03-01,5471759.52
International Index Fund 49,49,2025-03-01,6558193.49
Large Cap Index Fund 07,7,2025-03-01,6331820.73
Large Cap Index Fund 08,8,2025-03-01,19306278.48
Large Cap Index Fund 18,18,2025-03-01,19467760.29
Large Cap Index Fund 48,48,2025-03-01,10328271.61
Municipal Bond Fund 13,13,2025-03-01,7856575.39
Municipal Bond Fund 30,30,2025-03-01,4944347.05
Municipal Bond Fund 31,31,2025-03-01,8537145.99
Prime Cash Reserves Fund 02,2,2025-03-01,2224362.44
Prime Cash Reserves Fund 29,29,2025-03-01,13961863.57
Prime Cash Reserves Fund 51,51,2025-03-01,-4336590.11
Short Term Bond Fund 32,32,2025-03-01,3571000.06
Short Term Bond Fund 41,41,2025-03-01,1903204.58
Small Cap Index Fund 01,1,2025-03-01,10452286.84
Small Cap Index Fund 20,20,2025-03-01,11853116.9
Small Cap Index Fund 35,35,2025-03-01,10084520.92
Target Retirement 2030 Fund 16,16,2025-03-01,21585622.88
Target Retirement 2030 Fund 34,34,2025-03-01,25333286.91
Target Retirement 2040 Fund 15,15,2025-03-01,24471527.23
Target Retirement 2040 Fund 52,52,2025-03-01,16603486.34
Target Retirement 2050 Fund 05,5,2025-03-01,31442571.75
Total Bond Fund 04,4,2025-03-01,2269646.5
Total Market Index Fund 11,11,2025-03-01,6604506.73
Total Market Index Fund 39,39,2025-03-01,5566616.08
