opportunity_id,advisor_id,lead_id,client_id,created_date,closed_date,opportunity_stage,opportunity_status,estimated_assets,closed_assets
1680,23,1680,,2025-10-31,,Discovery,Inactive,1810705.81,
1681,20,1681,,2025-03-08,,Discovery,Inactive,846780.26,
1682,2,1682,,2024-10-15,,Proposal,Open,37247.42,
1683,8,1683,,2025-04-14,,Discovery,Inactive,2539353.72,
1684,15,1684,,2025-03-09,,Discovery,Inactive,236273.17,
1685,22,1685,,2025-09-14,,Proposal,Open,2086991.91,
1686,22,1686,,2024-02-17,,Discovery,Inactive,160191.27,
1687,17,1687,,2025-06-05,,Proposal,Open,69754.44,
1688,9,1688,,2024-12-04,,Proposal,Open,94426.88,
1689,23,1689,,2025-06-14,,Discovery,Inactive,2041583.85,
1690,24,1690,,2024-11-25,,Discovery,Inactive,26980.47,
1691,15,1691,,2025-12-12,,Proposal,Open,615237.74,
1692,1,1692,,2024-12-08,,Discovery,Inactive,94446.28,
1693,19,1693,,2025-06-13,,Discovery,Inactive,3081378.34,
1694,4,1694,,2025-09-16,,Proposal,Open,2034504.23,
1695,16,1695,,2025-07-14,,Discovery,Inactive,926199.99,
1696,3,1696,,2024-09-25,,Proposal,Open,662481.85,
1697,20,1697,,2025-04-10,,Proposal,Open,38298.31,
1698,4,1698,,2025-09-17,,Discovery,Inactive,94396.84,
1699,7,1699,,2025-03-01,,Discovery,Inactive,1891043.49,
1700,14,1700,,2024-07-05,,Proposal,Open,37070.44,
1701,16,1701,,2025-09-10,,Discovery,Inactive,241247.03,
1702,5,1702,,2025-12-23,,Discovery,Inactive,2699794.22,
1703,1,1703,,2024-11-19,,Discovery,Inactive,23190.56,
1704,5,1704,,2025-04-05,,Discovery,Inactive,39068.68,
1705,15,1705,,2025-11-22,,Discovery,Inactive,62632.85,
1706,3,1706,,2024-04-17,,Proposal,Open,203568.86,
1707,23,1707,,2024-11-01,,Discovery,Inactive,138759.45,
1708,6,1708,,2025-10-05,,Discovery,Inactive,391173.59,
1709,3,1709,,2024-06-24,,Discovery,Inactive,211736.54,
1710,19,1710,,2024-02-12,,Discovery,Inactive,126002.93,
1711,13,1711,,2025-08-26,,Discovery,Inactive,285914.85,
1712,18,1712,,2025-05-28,,Discovery,Inactive,2684583.34,
1713,15,1713,272,2024-02-06,2024-03-08,Closed,Closed Won,505967.98,443092.70
1714,24,1714,,2025-11-18,,Discovery,Inactive,48056.30,
1715,20,1715,,2024-12-04,,Proposal,Open,157124.15,
1716,9,1716,,2024-06-12,,Proposal,Open,167195.37,
1717,16,1717,,2024-04-03,,Discovery,Inactive,150525.04,
1718,12,1718,,2025-03-10,,Proposal,Open,1924927.90,
1719,7,1719,,2024-11-29,,Proposal,Open,84974.07,
1720,23,1720,,2025-08-18,,Discovery,Inactive,126797.33,
1721,19,1721,273,2024-12-17,2025-02-11,Closed,Closed Won,117732.84,96898.95
1722,20,1722,,2024-09-25,,Proposal,Open,44879.71,
1723,24,1723,,2024-10-18,,Discovery,Inactive,87469.20,
1724,19,1724,,2024-07-24,,Discovery,Inactive,163595.81,
1725,1,1725,,2025-08-12,,Proposal,Open,129715.17,
1726,10,1726,274,2025-05-04,2025-06-03,Closed,Closed Won,42082.16,34883.49
1727,8,1727,275,2024-02-10,2024-03-27,Closed,Closed Won,132133.04,134355.59
1728,16,1728,,2025-04-09,,Discovery,Inactive,304572.99,
1729,7,1729,,2025-11-09,,Discovery,Inactive,227143.72,
1730,21,1730,,2025-11-18,,Discovery,Inactive,776396.82,
1731,20,1731,,2025-01-23,,Discovery,Inactive,44705.04,
1732,15,1732,276,2024-01-24,2024-03-16,Closed,Closed Won,123089.86,93414.64
1733,18,1733,,2025-12-28,,Proposal,Open,1838324.52,
1734,9,1734,,2025-06-13,,Proposal,Open,107727.09,
1735,15,1735,,2025-05-07,,Proposal,Open,172615.77,
1736,7,1736,,2025-12-20,,Proposal,Open,34024.33,
1737,24,1737,,2024-01-23,,Proposal,Open,1590986.45,
1738,9,1738,,2024-01-28,,Discovery,Inactive,104044.55,
1739,1,1739,,2024-03-29,,Discovery,Inactive,105556.58,
1740,19,1740,,2025-04-27,,Discovery,Inactive,963205.02,
1741,24,1741,,2025-03-31,,Discovery,Inactive,422661.14,
1742,21,1742,,2025-04-06,,Discovery,Inactive,65923.28,
1743,2,1743,,2025-07-10,,Proposal,Open,1116078.41,
1744,15,1744,,2024-02-04,,Proposal,Open,627014.41,
1745,11,1745,,2024-10-27,,Proposal,Open,467749.77,
1746,4,1746,,2025-02-28,,Discovery,Inactive,932392.22,
1747,3,1747,,2025-10-25,,Discovery,Inactive,42647.54,
1748,22,1748,277,2024-10-18,2024-11-14,Closed,Closed Won,460570.81,346715.26
1749,12,1749,,2025-02-19,,Proposal,Open,1618920.35,
1750,24,1750,,2024-03-07,,Discovery,Inactive,991296.42,
1751,22,1751,,2025-06-18,,Proposal,Open,703759.65,
1752,19,1752,,2025-05-31,,Discovery,Inactive,185147.20,
1753,22,1753,,2025-06-12,,Discovery,Inactive,673774.76,
1754,6,1754,,2024-09-03,,Discovery,Inactive,1685797.65,
1755,21,1755,,2024-05-30,,Proposal,Open,543078.10,
1756,19,1756,,2024-03-02,,Proposal,Open,131241.50,
1757,22,1757,,2025-06-26,,Proposal,Open,730745.96,
1758,17,1758,,2025-10-08,,Discovery,Inactive,803361.98,
1759,23,1759,,2024-02-05,,Discovery,Inactive,74049.32,
1760,18,1760,,2025-03-26,,Discovery,Inactive,1539545.37,
1761,12,1761,,2024-03-01,,Discovery,Inactive,948181.93,
1762,11,1762,,2025-02-08,,Proposal,Open,77485.64,
1763,12,1763,,2024-01-04,,Discovery,Inactive,311353.80,
1764,5,1764,278,2024-06-01,2024-06-21,Closed,Closed Won,53290.22,38562.90
1765,6,1765,279,2024-07-09,2024-08-12,Closed,Closed Won,267827.79,245212.03
1766,19,1766,280,2025-11-21,2025-12-08,Closed,Closed Won,79731.71,75716.64
1767,3,1767,,2024-01-01,,Proposal,Open,75714.77,
1768,20,1768,,2025-09-10,,Proposal,Open,206601.16,
1769,2,1769,,2024-02-24,,Discovery,Inactive,288482.81,
1770,22,1770,,2025-01-20,,Discovery,Inactive,169942.75,
1771,7,1771,,2024-10-18,,Discovery,Inactive,171270.60,
1772,3,1772,281,2025-03-12,2025-04-25,Closed,Closed Won,32734.97,33690.46
1773,12,1773,,2025-10-15,,Discovery,Inactive,41383.58,
1774,16,1774,,2024-09-09,,Discovery,Inactive,316964.15,
1775,10,1775,,2024-09-18,,Discovery,Inactive,862159.60,
1776,18,1776,,2025-03-27,,Discovery,Inactive,835824.21,
1777,23,1777,,2024-11-29,,Discovery,Inactive,270951.22,
1778,3,1778,,2025-08-30,,Discovery,Inactive,84139.48,
1779,7,1779,,2025-05-30,,Proposal,Open,30388.33,
1780,10,1780,,2024-08-25,,Proposal,Open,33510.54,
1781,10,1781,282,2025-03-05,2025-03-26,Closed,Closed Won,111087.65,97020.68
1782,18,1782,,2024-02-26,,Discovery,Inactive,129315.32,
1783,11,1783,,2024-05-03,,Proposal,Open,346789.19,
1784,20,1784,283,2024-05-31,2024-07-17,Closed,Closed Won,51961.26,40040.25
1785,14,1785,284,2024-01-07,2024-02-28,Closed,Closed Won,872146.01,845148.81
1786,23,1786,,2024-05-31,,Proposal,Open,246297.46,
1787,20,1787,,2024-11-12,,Discovery,Inactive,85391.71,
1788,8,1788,,2024-12-04,,Proposal,Open,177388.80,
1789,19,1789,,2024-10-04,,Discovery,Inactive,462878.97,
1790,9,1790,,2025-12-16,,Discovery,Inactive,89141.55,
1791,18,1791,,2025-05-12,,Proposal,Open,561914.77,
1792,5,1792,,2024-04-08,,Discovery,Inactive,227427.96,
1793,3,1793,,2024-08-10,,Discovery,Inactive,74215.24,
1794,10,1794,,2024-06-15,,Discovery,Inactive,196927.51,
1795,20,1795,,2025-03-21,,Discovery,Inactive,192217.35,
1796,15,1796,,2024-10-16,,Discovery,Inactive,1116652.35,
1797,7,1797,,2025-12-20,,Proposal,Open,646933.96,
1798,15,1798,,2025-06-23,,Discovery,Inactive,640335.47,
1799,2,1799,,2024-09-12,,Proposal,Open,131060.33,
1800,18,1800,,2025-07-13,,Discovery,Inactive,85128.00,
